lat,lng,pop
-5.21,-80.63,396932
-5.09,-81.12,56151
-9.2896,-75.99,53177
-9.92,-76.24,158145
-14.2896,-71.23,33575
-16.5646,-69.045,5329
-7.6196,-78.04,13486
-15.47,-69.43,8118
-7.4006,-79.5706,39282
-3.9163,-70.5083,3195
-8.1796,-76.52,29029
-8.3689,-74.535,310750
-11.1496,-76.01,15320
-16.6196,-72.72,20956
-13.4196,-76.14,153076
-4.57,-73.78,2500
-3.75,-73.25,458729
-12.6,-69.1833,67155
-5.0696,-73.91,18000
-9.44,-78.21,30000
-14.8796,-70.6,19310
-11.93,-76.71,88606
-13.175,-74.22,166314
-12.79,-74.99,44388
-12.9496,-74.25,18627
-12.5196,-76.74,12884
-11.5596,-77.27,26958
-9.07,-78.57,349846
-14.83,-74.94,23556
-17.02,-72.02,49033
-10.0696,-78.16,16172
-14.1896,-75.74,10449
-15.0196,-73.79,7420
-6.8296,-79.93,15552
-6.63,-79.8,50184
-4.58,-81.28,99074
-5.5596,-80.82,23020
-13.71,-76.22,81207
-7.34,-75.02,18921
-6.2296,-77.87,25978
-11.11,-77.6199,80474
-18,-70.25,280098
-17.5334,-149.5667,131695
-9.4647,147.1925,283733
-6.2163,155.6333,6958
-5.4297,154.6711,2338
-3.5535,143.6367,25143
-2.5813,150.813,19728
-2.032,147.28,5806
-5.4746,150.41,871
-10.0426,148.565,230
-5.55,150.143,18847
-10.3021,150.4591,11624
-9.1092,143.2337,15214
-5.8632,144.2168,59064
-6.733,146.99,131052
-6.0833,145.3855,39699
-5.2248,145.7853,62023
-6.228,155.566,40266
-7.927,145.838,5646
-2.69,141.304,11204
-4.2055,152.1434,8074
-8.7692,148.2484,28198
-5.49,143.718,3958
-6.1444,143.6452,26252
-6.023,144.96,9383
18.1988,120.5936,207048
10.9587,123.3086,283157
12.0672,124.6042,67921
8.8304,125.13,218
11.5853,122.7511,102688
14.0696,121.3226,240830
10.5504,123.38,6353
15.5021,120.9617,220250
16.43,120.5699,447824
14.6042,120.9822,11100000
13.7817,121.0217,424508
15.1451,120.5451,314493
10.6317,122.9817,949354
8.9495,125.5436,190557
8.4508,124.6853,1121561
10.32,123.9001,815000
7.2169,124.2484,279519
16.0479,120.3408,163676
7.11,125.63,1402000
6.1108,125.1747,950530
8.1712,124.2154,464599
10.705,122.545,387681
13.17,123.75,320081
13.6192,123.1814,741635
14.8296,120.2828,304388
11.0643,124.6075,167584
7.853,123.507,159590
14.5504,121,403064
9.7543,118.7444,157144
14.6504,121.03,2761720
9.7843,125.4888,87832
11.2504,125,280006
15.4838,120.5834,183930
17.6131,121.7269,115105
17.5747,120.3869,48545
6.92,122.08,773000
8.1462,123.8444,97806
7.3821,125.8017,6726
24.87,66.99,12130000
35.9171,74.3,216760
30.925,66.4463,88568
25.9918,63.0718,147791
33.7,73.1666,780000
31.349,69.4386,88356
30.22,67.025,768000
25.38,68.375,1459000
34.2,72.04,300424
34.75,72.35,1860310
31.2804,72.325,341210
31.1254,74.455,290643
31.56,74.35,6577000
26.2454,68.4,229504
31.72,72.98,201781
32.989,70.5986,622419
28.3006,70.1302,189876
27.7136,68.8486,417767
34.005,71.535,1303000
29.39,71.675,552607
32.0854,72.675,542603
31.829,70.8986,101616
32.4522,71.4718,35406
25.139,62.3286,51901
33.8992,70.1008,55685
27.5618,68.2068,364033
33.6027,71.4327,343027
28.4202,70.2952,353203
25.5318,69.0118,356435
30.0604,70.6351,236093
32.1604,74.185,1513000
33.6,73.04,1858000
32.58,74.08,301506
32.52,74.56,477396
34.3418,73.1968,66486
34.1495,73.1995,1183647
30.2,71.455,1522000
31.72,73.99,361303
30.6717,73.1118,235695
30.8104,73.45,223648
31.41,73.11,2617000
51.775,19.4514,758000
51.2504,22.5727,360044
51.1104,17.03,634893
53.1504,23.17,291855
52.4058,16.8999,623997
51.9504,15.5,118433
53.1204,18.01,366452
53.4204,14.53,407811
54.36,18.64,740000
53.8,20.48,186670
50.2604,19.02,2746000
50.0705,22,245686
50.06,19.96,756000
50.685,17.9313,131412
50.8904,20.66,215733
54.5204,18.53,314664
53.4804,18.75,102443
52.7799,18.25,79007
50.3304,18.67,507670
50.35,18.91,662247
52.25,21,1707000
54.19,19.4027,127558
53.8337,22.35,55769
54.2,16.1833,107450
32.65,-16.88,204767
38.53,-8.9,117974
38.7227,-9.1449,2812000
38.56,-7.906,55620
38.6504,-27.2167,12045
39.231,-8.682,29385
38.5347,-28.6448,6611
37.7483,-25.6666,61526
41.15,-8.62,1337000
37.0171,-7.9333,41355
41.294,-7.737,17001
40.641,-8.651,54162
40.541,-7.262,32111
40.657,-7.91,26364
41.808,-6.755,34375
41.6962,-8.8441,15555
41.555,-8.4213,826833
38.014,-7.863,35854
39.811,-7.488,33479
39.29,-7.423,15581
40.2004,-8.4167,106582
39.739,-8.805,45112
40.2833,-7.5,24828
37.1337,-8.5333,61226
7.3452,134.4695,11200
7.4874,134.6265,7026
-22.2896,-57.94,5000
-20.52,-62.21,972
-22.1296,-56.52,16852
-26.02,-54.7699,1250
-22.03,-60.61,2500
-23.3396,-57.05,16171
-19.9161,-60.7833,1200
-23.43,-58.86,2135
-23.4695,-57.24,11359
-21.0696,-57.9,2475
-26.0296,-55.94,3024
-26.2,-56.38,5504
-23.4064,-57.4344,59118
-25.387,-57.14,21696
-25.75,-56.4333,41157
-22.5446,-55.76,102787
-27.3472,-55.8739,357119
-25.45,-56.44,88101
-25.5167,-54.6161,320872
-26.68,-57.15,7882
-26.8695,-58.3,28435
-25.62,-57.16,18881
-25.09,-57.53,15643
-24.09,-57.08,9360
-23.91,-55.46,600
-22.34,-60.03,10470
-25.2964,-57.6415,1870000
-22.64,-57.79,500
-25.34,-57.52,500000
-25.5096,-57.36,41090
-27.0795,-55.75,5306
-25.41,-57.28,30150
-24.4196,-57.1,5123
-27.17,-56.25,14297
-24.0796,-55.5,2809
-25.05,-57.09,3055
25.2866,51.533,1450000
-20.8789,55.4481,190047
-21.0335,55.7128,35310
44.6459,22.6659,106578
45.292,27.969,213569
47.05,21.92,213830
45.7588,21.2234,315053
45.297,21.8865,83324
44.2063,27.3259,73224
46.17,21.32,169065
43.9016,25.2867,49346
44.57,27.382,52693
47.6595,23.5791,136553
45.1993,28.7967,92475
44.9469,26.0365,232542
46.94,26.383,102688
47.6377,26.2593,105796
47.7484,26.6597,114783
44.2027,28.61,303399
45.1565,26.8065,130954
45.4559,28.0459,311156
46.6333,27.7333,69225
45.868,25.793,60677
46.5784,26.9196,199668
45.6966,27.1865,105112
44.4334,26.0999,1942000
45.6475,25.6072,311044
44.8563,24.8758,171021
46.5582,24.5578,149433
45.8833,22.9167,67802
46.7884,23.5984,316748
45.11,24.383,107558
45.7971,24.1371,155565
45.045,23.274,97179
46.077,23.58,66085
43.93,25.84,69067
47.175,23.063,63232
44.3263,23.8259,304142
44.938,25.459,88435
47.138,24.513,81318
47.792,22.885,112490
44.435,24.371,78988
46.361,25.524,42029
47.1683,27.5749,325914
44.8186,20.468,1099000
43.3304,21.9,250000
46.07,19.68,100000
45.3786,20.3995,64053
44.02,20.92,171197
45.2504,19.8499,225457
43.8897,20.3301,170000
47.51,42.1599,167731
71.9166,114.0833,1920
56.4434,60.188,65770
64.2505,60.97,2985
67.6083,64.1233,11562
56.91,59.955,133600
67.6983,72.9283,1790
52.0148,48.7944,26690
63.6667,71.3333,10
66.0833,76.6332,94212
56.135,111.7339,4184
56.333,44.0001,1278000
54.9954,60.0949,167500
54.99,73.4,1135000
43.4981,43.6179,307866
62.54,113.9614,40308
67.9291,32.8287,49868
62.1465,65.3814,52137
44.61,40.12,158451
57.7857,108.1119,13308
59.73,30.65,225801
73.4833,113.63,10
43.91,42.72,132771
54.2981,85.9377,38757
60.6936,60.4133,19379
51.2808,106.5004,24083
53.1947,44.0444,16560
55.1959,80.2811,10881
54.9435,41.3931,36663
55.08,38.785,147690
61.0015,69.0015,67800
54.2504,49.56,132226
53.1588,103.0739,57395
50.9881,81.4877,15668
45.1047,43.4344,35995
57.965,114.329,15933
52.5341,85.18,215430
53.7037,91.445,167289
52.56,103.92,243158
55.4244,55.5444,41014
57.83,28.3299,201990
54.7827,32.0473,320991
68.5166,107.8,298
55.34,86.09,477090
58.3004,82.9954,27876
69.2052,33.4502,19200
59.939,30.316,4553000
44.08,43.09,142865
61.0777,72.7027,112632
53.8313,91.2227,71582
60.7253,114.947,25589
51.0174,45.6974,25841
51.58,46.03,843000
54.4914,89.9531,9358
56.1807,36.9809,58891
52.32,104.245,586695
63.1665,75.6165,110572
55.7258,84.8854,84220
44.4091,43.8787,41306
68.525,112.45,10
66.535,66.61,38025
58.3978,33.8974,57887
54.5204,36.27,338978
56.85,53.23,631038
52.0347,47.3743,70500
59.1404,37.91,311850
50.0477,46.8773,17139
62.967,65.0859,10
57.14,65.53,519119
55.2377,84.3777,21886
65.5298,72.5148,46339
73.27,56.4497,10
54.9087,64.4333,17936
53.355,83.745,599579
56.8691,37.3444,52070
46.3287,44.2087,106971
51.9613,85.9577,59868
61.2599,73.425,400000
56.13,47.25,446781
56.2108,87.7604,43122
55.1465,33.2161,46637
53.0894,91.4004,55642
53.9509,32.8604,56971
51.52,81.21,161065
51.6538,103.6988,18809
61.1012,80.2514,10
52.669,90.0954,18094
58.5,31.33,218717
56.3431,36.6987,80778
54.4333,113.6,4676
56.3604,41.33,154224
59.4648,40.1144,42174
51.5004,46.12,196011
59.5707,30.1333,90486
58.6436,59.7983,56084
53.2333,87.3167,5870
53.9,86.71,275615
54,86.64,104000
53.75,87.115,539616
58.7363,29.839,40114
55.7522,37.6155,10452000
53.0049,78.6696,34141
52.5827,78.9473,15345
59.7948,60.4848,64878
43.0504,44.67,364630
69.763,61.6677,282
69.7301,60.0636,10
54.66,86.17,109023
43.7543,44.6544,45702
52.7918,87.8677,22779
61.0608,76.0953,48691
51.5535,43.1631,98107
53.9331,102.0331,60239
53.195,50.1513,1137000
55.2122,34.2918,55500
63.1933,64.4194,9545
69.34,88.225,165873
54.1291,54.1187,62582
55.0487,74.5683,24059
59.21,39.92,294889
51.78,55.11,550204
60.7039,28.7549,117201
61.1013,28.9177,30115
54.1605,74.82,12122
65.8522,44.24,3672
52.7821,52.2618,87714
54.3592,77.2742,16333
53.7273,78.0219,28589
54.1704,45.18,303394
55.3573,78.3519,31508
52.9833,116.9166,3372
54.8504,46.6,46427
51.8706,116.0306,14132
50.5306,116.3006,411
52.009,116.5486,15360
50.95,115.5666,8247
50.3886,116.5186,30421
54.5543,52.7943,91900
60.7332,77.5777,44784
60.935,76.58,244937
56.08,86.04,83692
54.0674,54.9269,20060
52.055,113.465,308500
57.3652,61.8698,44689
54.62,39.72,520173
57.7647,36.69,34736
54.09,38.22,130982
52.3548,35.4044,97900
57.8465,61.6915,44000
51.3004,37.84,226977
57.1892,39.4043,33803
51.2743,37.3843,272
52.7748,55.7843,65321
54.46,53.46,108200
56.5762,104.1227,28456
55.8704,38.48,229731
57.9948,31.3544,34303
59.6448,33.5144,62075
57.023,61.458,81248
56.6354,47.8749,324406
54.79,56.04,1018000
50.0665,118.0265,54316
51.21,58.6273,246836
51.2,58.33,106186
57.8722,34.0518,25142
50.0679,43.2175,58898
52.5348,31.9449,43534
52.9743,49.7243,107164
53.12,49.9199,152334
58.0537,65.2583,39480
52.9,40.5,93499
59.615,60.585,98438
50.6535,38.6931,39848
50.2091,38.0987,35887
54.6048,53.6943,68829
51.6948,35.2744,23500
58.0503,38.82,216724
57.5244,38.33,37732
59.1116,28.0747,36209
55.3247,42.1644,61664
45.0004,41.13,199548
45.05,41.98,363064
53.26,34.43,427236
45.4471,40.5821,79599
54.0143,37.5143,86088
42.0578,48.2774,105965
50.0161,45.4261,16044
54.2,37.6299,489486
55.5704,42.04,131287
54.3685,60.8085,17050
50.0804,45.4,128626
53.17,48.48,189338
53.1204,46.6,95574
44.5748,38.0644,55508
58.3798,45.5094,35532
68.97,33.1,319263
54.9287,71.2682,21136
49.7722,43.6518,40882
69.0731,33.4231,53921
56.2504,43.46,256537
56.6736,66.2983,35892
50.7734,42.0031,41644
56.3819,68.3715,13424
55.567,71.35,12284
55.2219,75.9665,25150
56.4791,53.7987,101344
55.9277,97.9877,52184
44.6201,41.95,134380
56.32,30.52,103149
55.6404,51.82,234297
54.0852,34.3048,39319
53.5891,34.3392,33527
56.8982,74.3782,26986
51.3687,42.0887,68597
52.7652,32.2448,66336
56.4548,52.1843,47270
56.2574,34.3275,63414
55.7,52.3199,461086
57.2191,41.9287,39071
53.2647,36.5472,47609
55.5091,47.4687,49886
55.2802,85.6108,24672
56.8543,41.3643,60705
57.0291,34.9787,48546
55.9607,97.8144,9583
53.3778,51.3474,50127
54.9304,37.43,135584
52.03,47.8,199572
51.8765,44.9961,27554
58.5544,50.0444,90252
58.5901,49.67,457437
52.4622,44.2218,36652
54.5143,37.0944,66885
55.4848,46.4244,35230
53.1491,38.1215,45497
42.8335,47.113,75800
42.98,47.5,554981
57.62,39.87,606730
57.5785,48.9581,17869
53.3703,55.93,159893
53.63,55.96,267231
53.7747,38.1144,39553
53.4547,41.8044,49350
55.0804,36.62,107392
44.1599,43.4699,72649
51.1603,54.9999,27419
56.13,40.4099,318648
65.1587,57.2087,46113
54.33,48.41,640680
52.6574,42.7174,17975
52.5947,41.5044,33077
52.73,41.43,301482
59.9291,32.3387,45673
57.583,34.5631,53800
52.97,36.07,334552
67.1643,32.4144,106798
43.8,132.02,157068
61.85,34.28,265025
57.0304,53.99,98633
58.6589,52.1592,32800
53.3993,83.9588,91386
52.833,104.7,14538
59.3138,52.2452,11385
62.2087,34.2887,34360
54.0643,44.9244,49311
56.86,35.89,400212
58.3041,48.3137,28431
54.7,20.4973,434954
53.18,45,512602
60.7687,46.2987,33237
52.4918,82.7777,28019
56.4943,43.5944,63083
55.3804,37.5299,320635
57.47,42.13,92983
55.3848,39.0294,89795
48.7948,44.7744,323293
48.71,44.5,984000
63.9271,38.0771,22693
54.2336,83.3688,20125
67.5731,33.393,66907
66.6814,34.3455,6128
66.6903,32.8702,20
67.6091,33.6687,29605
54.6509,83.2865,61827
50.63,36.5999,345289
47.23,38.92,279056
61.0674,42.0974,26300
54.3491,41.9087,31325
51.73,39.27,844000
61.66,50.82,230910
56.5991,57.7586,43121
52.62,39.64,515655
52.58,38.5,115919
56.765,105.76,25388
53.4227,58.98,413351
52.4948,39.9343,47413
55.7499,49.1263,1115000
55.4,43.8,142597
58.4847,41.5244,26486
57.77,40.94,277656
55.8406,48.655,99600
54.8977,99.0277,43326
55.3648,50.6407,62200
58,56.25,997000
57.92,59.975,381116
64.9536,34.5684,13829
64.5252,34.7658,12165
54.998,82.7077,39949
55.03,82.96,1389000
44.2904,42.06,116224
52.4248,37.6044,52915
52.7091,58.6387,61590
51.74,36.19,409431
58.0502,60.5498,48992
67.6474,53.0574,21658
55.7,60.5595,50911
58.3515,60.0515,20571
54.9004,52.3199,140437
64.575,40.545,356051
56.0663,60.2313,33879
58.2934,57.813,72113
69.4126,30.2188,15866
55.175,59.65,191366
57.4902,60.2148,28170
43.59,39.73,327608
47.77,39.92,99478
68.8079,49.3042,300
47.7204,40.27,221312
47.1368,39.7449,109962
46.3487,48.055,502533
61.2631,46.6631,59879
67.6898,49.0166,10
60.1565,59.9615,36138
48.2787,46.1687,44551
67.8666,44.1334,300
63.5948,53.8943,29343
50.4144,36.8944,45194
63.56,53.69,102187
54.7489,61.2935,42023
54.9459,58.7959,26559
54.1056,61.5702,82338
56.85,60.6,1313000
63.7548,34.3243,33354
56.4205,61.935,182500
59.7602,60.0098,30807
65.923,57.403,45000
59.0162,54.633,32423
56.0931,101.2427,166
56.157,101.615,246348
58.1232,52.6288,100676
59.67,56.75,100812
64.57,39.83,194292
51.4191,57.5787,30676
51.4747,58.4543,41619
50.7546,59.54,9556
57.4348,56.9543,66389
58.8691,57.5887,31424
55.46,65.345,343129
57.99,102.6333,100271
58.7185,50.188,48962
59.0644,57.6343,22135
54.5987,52.4487,66263
47.2346,39.7127,1052000
55.82,38.98,140247
53.663,52.433,53511
65.8382,87.955,4774
51.1571,82.195,11514
51.825,107.625,360278
51.0333,90.2333,3732
56.9931,86.1627,27070
43.13,131.91,587022
56.0837,63.6333,79479
71.6983,83.5642,100
51.7067,94.3831,108240
67.4667,78.7,5981
43.233,44.783,93357
43.3187,45.6987,226100
58.0747,55.7443,52689
54.998,57.2726,38883
59.42,56.76,167748
56.2235,32.7731,25349
57.01,41.01,420839
56.33,38.17,109252
53.4804,49.53,702879
66.1541,-169.8106,776
53.9833,123.9167,10007
50.3527,106.4527,18431
70.9566,-179.59,10
45.9273,133.7223,28300
46.8203,134.2649,19659
53.45,125.8,11739
52.0024,127.6975,21466
53.75,127.2666,26999
56.0835,54.2631,126805
72.0411,102.465,3205
71.4504,89.25,10
68.4837,102.1666,10
42.8374,132.8874,159551
43.1349,133.1349,42489
58.6981,99.1777,15670
48.455,135.12,579000
70.767,97.5,35968
48.9699,140.2749,29740
55.8104,94.3153,13167
56.2165,89.5184,23622
58.2433,92.4833,65945
64.4833,91.2333,229731
54.3487,93.4355,4948
61.5995,90.1236,10
73.507,80.5451,1113
67.4671,86.5833,7470
61.868,89.2577,10
56.19,95.71,101502
44.1623,133.2823,58700
72.7666,104.8,10
55.962,94.7028,33865
56.27,90.5,117634
65.25,160.5,1050
69.7008,170.3133,4837
69.4244,161.4811,570
45.4748,133.4298,41778
61.4934,129.1272,9763
60.5032,120.3926,10000
51.4062,128.1312,63620
62.5333,155.8,4201
55.1743,124.7076,37335
61.6333,147.9167,10
49.7504,129.6167,146
50.9191,128.4637,70203
62.7833,148.1668,7367
50.2228,136.8974,46993
44.2702,135.0498,18657
44.5372,135.5172,8123
56.1502,69.4498,67762
62.035,129.735,235600
53.7936,81.3388,44564
55.634,109.313,25800
72.5997,127.0337,10
44.73,37.7699,241856
66.0374,60.1674,22921
70.8814,78.4661,10
60.1401,64.7548,39878
58.1998,68.2648,113800
62.1444,117.6319,8639
67.5,64.01,80039
55.3292,89.8207,19212
68.0504,166.3333,5757
71.6269,128.835,5700
63.0655,179.3067,1861
53.5739,142.9479,26560
51.8333,143.1667,10098
44.6002,132.8198,45900
50.555,137.02,275908
56.2135,162.435,4939
73.3779,126.5924,10
48.7974,132.9508,76146
49,131.0833,10000
62.55,165.3,10
68.7501,161.33,3707
52.439,156.3594,10
52.6636,156.2387,67386
51.1178,133.0241,14855
61.95,159.2333,2024
57.5504,157.2333,10
60.2004,151.1666,10
53.0474,60.6819,28503
59.0337,152.4166,10
64.5666,143.2,9148
60.5816,169.05,10
67.7504,77.52,159551
59.575,150.81,95282
67.9886,123.3505,10
61.867,152.2502,10
64.9004,125.25,10
63.9241,127.4739,4633
64.3761,120.5469,10
66.7697,123.3711,3237
63.7553,121.6248,9948
63.4457,120.3167,6341
56.3,160.85,1089
60.1,150.9,21452
56.014,92.866,925000
66.4171,173.3333,100
64.737,177.475,10332
67.45,153.71,3459
65.736,150.89,3627
56.4542,138.1673,1286
47.5328,134.7475,15247
54.7114,135.3145,1305
64.7333,177.7,3367
55.9004,107.7833,10
70.1337,114,10
58.4515,92.1565,19920
72.9978,119.7729,10
66.4232,112.3965,15266
63.0128,112.4714,5137
59.383,143.217,5570
48.6337,142.8,6663
47.3504,142.8,11989
65.5833,-171.025,1242
46.6424,142.7775,35091
46.965,142.74,176484
51.35,110.45,10627
62.666,135.6,6796
53.1496,140.73,27152
60.4566,134.5433,3062
60.1,133.9,10
60.8,135.1833,1516
67.5447,133.385,1388
70.0171,135.6,1517
49.2416,143.085,16677
58.603,125.3894,24426
49.0833,142.0333,12669
71.4333,136.0666,400
56.674,124.7104,66320
56.3315,114.89,10359
49.0873,140.2425,18618
51.4666,140.7833,3615
64.4235,-173.2258,2536
57.367,139.5,10
56.5312,121.6131,10
50.6905,156.085,2422
66.3221,-179.1837,2248
57.6666,135.43,10
67.656,134.635,4266
59.9674,164.172,10
66.95,-171.8166,297
60.3321,165.8183,400
59.4515,112.5578,3843
45.6247,38.9444,44024
45.8531,40.1377,64387
44.1148,39.0644,99145
44.4687,39.7287,45876
46.6988,38.2634,87814
44.6348,40.7443,61945
60.3808,107.7794,745
56.495,84.975,535479
48.4615,142.09,3304
47.0473,142.0624,32911
50.8975,142.1561,12024
46.6803,141.8699,17000
74.8983,142.105,10
70.6183,147.8946,2506
54.5653,100.5654,51330
55.155,61.4387,1091000
73.2204,143.1833,10
53.7333,119.7666,12647
51.2827,108.8327,20889
50.2666,127.5333,221296
52.765,103.645,85900
45.02,39,649851
53.062,158.623,187282
48.9379,40.3974,38527
46.4775,41.542,61000
48.1865,40.7861,48098
48.3318,40.2518,75814
54.6316,21.8109,45187
55.0718,21.882,43309
51.1031,114.5228,11491
64.2833,100.25,5444
59.084,159.95,3671
69.4182,86.225,23619
47.42,40.08,166974
42.8747,47.6244,81752
-2.4796,28.9,19900
-1.9536,30.0605,860000
-1.4996,29.63,86685
-2.3496,29.74,225209
-2.5896,29.73,77000
-2.1667,30.5333,46240
-1.5796,30.06,70593
-2.4833,29.5667,15000
-2.05,29.35,48024
-1.6847,29.2629,83623
-2.0696,29.76,87613
19.1264,41.0789,157
21.2622,40.3823,657282
20.0087,42.5987,88291
23.4895,46.7564,594605
20.4623,45.5722,24097
26.2324,36.4636,43237
31.3333,37.3333,10000
24.1556,47.312,298428
17.5065,44.1316,369609
24.5,39.58,1010000
27.5236,41.7001,385257
16.9066,42.5566,105198
21.43,39.82,1385000
28.3838,36.555,547957
30.99,41.0207,222016
18.2301,42.5001,210886
26.4282,50.0997,2054710
26.3664,43.9628,398581
30,40.1333,128332
24.6408,46.7727,4465000
21.5169,39.2192,3012000
28.4337,45.9601,249194
26.2914,50.1583,97446
27.0046,49.646,237274
26.5196,50.0115,368892
24.0943,38.0493,267590
25.4291,49.5659,298562
25.3487,49.5856,637389
24.0737,45.2806,8712
29.6202,43.4948,64755
29.8153,39.8664,22583
-9.438,159.9498,76328
-8.0996,156.835,6154
-10.738,165.8567,553
-4.6166,55.45,33576
15.6167,32.48,2395159
16.6805,33.42,186611
14.2504,32.98,151827
15.5881,32.5342,4754000
17.71,33.98,168612
13.9904,32.3,87068
18.3362,36.3842,20000
18.4333,37.7333,73202
18.4833,31.8167,10234
13.17,32.66,345068
21.8,31.35,17121
13.55,33.6,130122
19.6337,30.4166,3928
18.017,33.9833,49556
12.9104,31.2,55742
11.0337,27.7333,19997
11.3334,27.8,19700
12.6904,28.42,108008
13.45,22.44,162981
14.04,35.38,201282
17.59,33.96,103941
11.7704,34.35,186051
13.63,25.35,252609
19.6158,37.2164,489725
13.1833,30.2167,393311
11.01,29.7,176931
12.06,24.89,392373
19.1666,30.4833,26404
15.46,36.39,401477
14.4,33.52,332714
59.63,16.54,107194
59.2803,15.22,98573
63.1833,14.65,46178
59.3671,13.4999,74141
58.764,17.015,27582
57.75,12,537797
56.6718,12.8556,55657
58.41,15.6299,96732
57.7713,14.165,89780
56.667,16.3666,35024
60.667,17.1666,68635
55.5833,13.0333,269349
56.8837,14.8167,59600
65.5966,22.1584,48638
59.3508,18.0973,1264000
56.203,15.296,35212
60.613,15.647,36477
62.634,17.934,17016
59.8601,17.64,133117
63.83,20.24,78197
67.85,20.2166,18154
56.0505,12.7,91304
64.7721,20.95,31311
61.352,16.3666,13398
58.2671,12.3,44543
63.318,18.7167,27749
62.4001,17.3167,73389
58.5954,16.1787,88639
58.363,12.33,21835
57.7304,12.92,65008
56.0337,14.1333,32188
60.4833,15.4167,39422
58.705,13.828,14891
57.6337,18.3,22593
1.293,103.8558,5183700
46.0553,14.515,314807
46.5405,15.65,114228
49.2198,18.7494,87625
48.15,17.117,423737
48.3666,17.6,69785
48.9997,21.2394,94718
48.7304,21.25,236563
48.7333,19.15,82336
48.5837,19.1332,44502
7.97,-11.74,174354
8.8804,-12.05,87679
8.4405,-10.85,87539
8.47,-13.2342,827000
7.8804,-11.19,143137
43.9172,12.4667,29579
15.6104,-16.25,85075
14.7158,-17.4731,2604000
16.15,-13.5,21656
14.6604,-16.24,148024
13.7804,-13.68,89212
14.8104,-16.93,293001
14.344,-16.416,24243
14.15,-16.1,277812
12.9104,-14.95,69267
12.59,-16.29,191716
12.5604,-12.18,18226
3.7666,47.3,548
2.0667,45.3667,1100000
9.5004,49.166,1341
8.4,48.5,2568
3.8005,42.55,33820
0.0722,42.7506,185270
9.4833,50.8167,13753
2.7837,44.0833,31267
5.742,46.508,447
6.77,47.43,61200
7.9833,49.8333,18904
10.582,51.1233,176
1.0833,42.5833,1490
4.1833,43.8667,1639
1.7766,44.8533,1958
2.767,45.5166,111308
4.74,45.2,62945
-0.3566,42.5183,234852
3.327,42.227,12652
11.28,49.18,46969
11.967,50.75,513
3.12,43.65,129839
-1.2009,41.852,3096
3.85,-54.2333,29210
5.835,-55.167,254169
5.797,-55.481,3216
5.8904,-56.32,1685
5.9504,-56.99,15992
5.91,-55.07,4935
5.6,-55.2,2105
5.02,-55.17,4582
5.0404,-55.02,8340
5.63,-54.41,7766
4.83,31.58,111975
10.4337,32.2,6407
8.5337,28.1167,50065
9.5369,31.656,160765
3.6,32.05,242
4.9151,29.4769,14224
4.7721,33.5902,7042
8.6004,33.0666,1741
4.0904,30.68,185000
8.7666,27.4,46705
6.8,29.6833,32083
4.5705,28.4163,40382
6.2072,31.5591,26782
9.2333,29.8333,7653
7.7,27.99,127384
1.645,7.412,1156
0.3334,6.7333,88219
13.71,-89.203,1433000
13.4833,-88.1833,201563
13.674,-89.29,124694
13.919,-89.845,34102
13.7167,-88.9333,48411
13.508,-88.868,39613
13.332,-87.839,26807
13.7,-88.1,16152
13.88,-88.63,26989
14.072,-89.094,29271
13.9946,-89.5598,234478
13.641,-88.785,37326
13.72,-89.73,168947
13.346,-88.432,51910
35.9304,39.02,177636
34.8846,35.8866,162980
33.5833,36.4,496145
32.7004,36.5666,72248
36.4833,40.75,128100
32.625,36.105,146481
35.1503,36.73,460602
35.9297,36.6317,128840
36.5266,37.9563,120169
36.5888,37.0441,31534
34.73,36.72,1005000
33.5,36.3,2466000
35.54,35.78,539147
33.1257,35.8236,4318
35.8367,38.5481,87880
37.03,41.23,104107
35.3304,40.13,309141
34.5504,38.2833,55111
34.4504,40.9186,80808
36.23,37.17,2738000
34.017,36.7333,50178
-26.3167,31.1333,90138
-26.4667,31.2,9782
-27.2962,31.9,3695
-27,31.4167,2748
-25.961,31.247,5750
-26.455,31.952,6152
-26.495,31.388,110537
21.4664,-71.136,5801
8.6504,16.85,29597
8.55,16.09,156705
20.4587,16.5278,204
12.1131,15.0491,989000
10.2859,15.3872,193941
13.3004,19.6833,19271
9.395,16.305,19382
9.3171,15.8,96224
13.2171,18.3333,25373
11.0333,20.2833,30443
9.3504,14.9666,35466
12.1837,18.7,27763
14.1194,15.3133,18031
17.1847,21.5902,448
14.5333,20.9167,11000
13.84,20.83,158317
17.9167,19.1167,13400
9.15,18.39,169196
13.459,14.7147,3303
6.1319,1.2228,1452000
6.9004,0.63,100479
7.53,1.12,80683
10.3596,0.4708,42626
8.9905,1.15,117811
9.261,0.789,61845
8.557,0.985,21054
19.9119,99.8265,117127
13.75,100.5166,6704000
13.6069,100.6115,388920
12.6718,101.2815,37035
13.4004,101,226618
13.159,100.9287,178916
16.8283,100.2729,164017
6.5505,101.2851,148140
19.1707,99.9083,21058
7.615,100.081,43522
17.8733,102.7479,104505
17.0119,99.7515,10276
14.887,100.401,20046
6.6167,100.0667,34544
9.962,98.638,24561
14.0572,101.3768,79757
16.051,103.655,39328
7.8765,98.3815,141618
18.1533,100.1629,38538
16.439,100.349,35760
16.419,101.159,50656
15.804,102.0386,58350
12.6133,102.0979,99819
15.179,100.126,15469
13.679,101.076,49741
14.5833,100.45,13738
